Gene	Ensembl	regulator	Gene.synonym	Gene.description
CHD7	ENSG00000171316	0	CRG, FLJ20357, FLJ20361, KIAA1416	Chromodomain helicase DNA binding protein 7
ESCO2	ENSG00000171320	0	EFO2, RBS	Establishment of sister chromatid cohesion N-acetyltransferase 2
KRT19	ENSG00000171345	0	CK19, K19, K1CS, MGC15366	Keratin 19
KRT15	ENSG00000171346	0	CK15, K15, K1CO	Keratin 15
LURAP1	ENSG00000171357	0	C1orf190, FLJ25163, LRAP35a	Leucine rich adaptor protein 1
KRT38	ENSG00000171360	0	KRTHA8	Keratin 38
CLCN5	ENSG00000171365	0	ClC-5, CLC5, DENTS, hCIC-K2, hClC-K2, NPHL1, NPHL2, XLRH, XRN	Chloride voltage-gated channel 5
TPPP	ENSG00000171368	0	p25, p25alpha, TPPP/p25, TPPP1	Tubulin polymerization promoting protein
KCND3	ENSG00000171385	0	KSHIVB, Kv4.3, SCA19, SCA22	Potassium voltage-gated channel subfamily D member 3
APLN	ENSG00000171388	0	apelin, XNPEP2	Apelin
KRTAP4-4	ENSG00000171396	0	KAP4.13, KAP4.4, KRTAP4-13	Keratin associated protein 4-4
KRT13	ENSG00000171401	0	CK13, K13, MGC161462, MGC3781	Keratin 13
XAGE3	ENSG00000171402	0	CT12.3a, CT12.3b, GAGED4, PLAC6, pp9012, XAGE-3	X antigen family member 3
KRT9	ENSG00000171403	0	CK-9, EPPK, K9	Keratin 9
XAGE5	ENSG00000171405	0	CT12.5, GAGED5, XAGE-5	X antigen family member 5
PDE7B	ENSG00000171408	0		Phosphodiesterase 7B
MRPL36	ENSG00000171421	0	BRIP1, L36mt, MRP-L36, PRPL36, RPMJ	Mitochondrial ribosomal protein L36
ZNF581	ENSG00000171425	1	FLJ22550, HSPC189	Zinc finger protein 581
NAT1	ENSG00000171428	0	AAC1	N-acetyltransferase 1
KRT20	ENSG00000171431	0	CK20, K20, MGC35423	Keratin 20
GLOD5	ENSG00000171433	0		Glyoxalase domain containing 5
KSR2	ENSG00000171435	0	FLJ25965	Kinase suppressor of ras 2
ZNF524	ENSG00000171443	1	MGC23143	Zinc finger protein 524
MCC	ENSG00000171444	0		MCC regulator of WNT signaling pathway
KRT27	ENSG00000171446	0	KRT25C	Keratin 27
ZBTB26	ENSG00000171448	1	ZNF481	Zinc finger and BTB domain containing 26
CDK5R2	ENSG00000171450	0	NCK5AI, P39, p39nck5ai	Cyclin dependent kinase 5 regulatory subunit 2
DSEL	ENSG00000171451	0	C18orf4, DE-epi2, FLJ11477, NCAG1	Dermatan sulfate epimerase like
POLR1C	ENSG00000171453	0	AC40, RPA39, RPA40, RPA5, RPAC1, RPC40	RNA polymerase I and III subunit C
ASXL1	ENSG00000171456	0	KIAA0978	ASXL transcriptional regulator 1
OR1L6	ENSG00000171459	0	OR1L7	Olfactory receptor family 1 subfamily L member 6
DLK2	ENSG00000171462	0	EGFL9, MGC2487	Delta like non-canonical Notch ligand 2
ZNF562	ENSG00000171466	1	FLJ20079	Zinc finger protein 562
ZNF318	ENSG00000171467	0	HRIHFB2436, ZFP318	Zinc finger protein 318
ZNF561	ENSG00000171469	1	MGC45408	Zinc finger protein 561
WIPF2	ENSG00000171475	0	WICH, WIRE	WAS/WASL interacting protein family member 2
HOPX	ENSG00000171476	1	HOP, LAGY, NECC1, OB1, SMAP31	HOP homeobox
SPACA5B	ENSG00000171478	0	LYZL5B	Sperm acrosome associated 5B
OR1L3	ENSG00000171481	0	OR9-D	Olfactory receptor family 1 subfamily L member 3
NLRP5	ENSG00000171487	0	CLR19.8, MATER, NALP5, PAN11, PYPAF8	NLR family pyrin domain containing 5
LRRC8C	ENSG00000171488	0	AD158	Leucine rich repeat containing 8 VRAC subunit C
SPACA5	ENSG00000171489	0	dJ54B20.3, LYC5, LYZL5, PNPK6288, SLLP2, UNQ6288	Sperm acrosome associated 5
RSL1D1	ENSG00000171490	0	CSIG, DKFZP564M182, L12, PBK1, UTP30	Ribosomal L1 domain containing 1
LRRC8D	ENSG00000171492	0	FLJ10470, LRRC5	Leucine rich repeat containing 8 VRAC subunit D
MROH2B	ENSG00000171495	0	DKFZp781F0822, FLJ40243, HEATR7B2	Maestro heat like repeat family member 2B
OR1L8	ENSG00000171496	0		Olfactory receptor family 1 subfamily L member 8
PPID	ENSG00000171497	0	CYP-40	Peptidylprolyl isomerase D
OR1N2	ENSG00000171501	0		Olfactory receptor family 1 subfamily N member 2
COL24A1	ENSG00000171502	0		Collagen type XXIV alpha 1 chain
ETFDH	ENSG00000171503	0	ETFQO	Electron transfer flavoprotein dehydrogenase
OR1N1	ENSG00000171505	0	OR1-26, OR1N3	Olfactory receptor family 1 subfamily N member 1
RXFP1	ENSG00000171509	0	LGR7, RXFPR1	Relaxin family peptide receptor 1
LPAR3	ENSG00000171517	0	Edg-7, EDG7, HOFNH30, LP-A3, LPA3, RP4-678I3	Lysophosphatidic acid receptor 3
PTGER4	ENSG00000171522	0	EP4	Prostaglandin E receptor 4
TBCA	ENSG00000171530	0		Tubulin folding cofactor A
NEUROD2	ENSG00000171532	1	bHLHa1, NDRF	Neuronal differentiation 2
MAP6	ENSG00000171533	0	FLJ41346, KIAA1878, MAP6-N, STOP	Microtubule associated protein 6
OTP	ENSG00000171540	1		Orthopedia homeobox
ECEL1	ENSG00000171551	0	DINE, XCE	Endothelin converting enzyme like 1
BCL2L1	ENSG00000171552	0	Bcl-X, bcl-xL, bcl-xS, BCL2L, BCLX, PPP1R52	BCL2 like 1
FGG	ENSG00000171557	0		Fibrinogen gamma chain
FGA	ENSG00000171560	0		Fibrinogen alpha chain
OR2AT4	ENSG00000171561	0		Olfactory receptor family 2 subfamily AT member 4
FGB	ENSG00000171564	0		Fibrinogen beta chain
PLRG1	ENSG00000171566	0	Cwc1, PRL1, Prp46, PRPF46, TANGO4	Pleiotropic regulator 1
ZNF584	ENSG00000171574	1	FLJ39899	Zinc finger protein 584
DSCAM	ENSG00000171587	0	CHD2-42, CHD2-52	DS cell adhesion molecule
DNAI2	ENSG00000171595	0	CILD9, DIC2	Dynein axonemal intermediate chain 2
NMUR1	ENSG00000171596	0	FM-3, GPC-R, GPR66, NMU1R	Neuromedin U receptor 1
CLSTN1	ENSG00000171603	0	CDHR12, CSTN1, KIAA0911	Calsyntenin 1
CXXC5	ENSG00000171604	0	HSPC195, RINF, WID	CXXC finger protein 5
ZNF274	ENSG00000171606	1	ZKSCAN19, ZSCAN51	Zinc finger protein 274
PIK3CD	ENSG00000171608	0	p110D	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
PTCRA	ENSG00000171611	0	PT-ALPHA, PTA	Pre T cell antigen receptor alpha
SLC25A33	ENSG00000171612	0	BMSC-MCP, MGC4399, PNC1	Solute carrier family 25 member 33
ENC1	ENSG00000171617	0	ENC-1, KLHL37, NRPB, PIG10, TP53I10	Ectodermal-neural cortex 1
SPSB1	ENSG00000171621	0	SSB-1	SplA/ryanodine receptor domain and SOCS box containing 1
P2RY6	ENSG00000171631	0	P2Y6	Pyrimidinergic receptor P2Y6
BPTF	ENSG00000171634	0	FAC1, FALZ, NURF301	Bromodomain PHD finger transcription factor
S100Z	ENSG00000171643	0	Gm625, S100-zeta	S100 calcium binding protein Z
ZIK1	ENSG00000171649	1	ZNF762	Zinc finger protein interacting with K protein 1
GPR82	ENSG00000171657	0		G protein-coupled receptor 82
GPR34	ENSG00000171659	0		G protein-coupled receptor 34
PLEKHG5	ENSG00000171680	0	GEF720, KIAA0720, Syx, Tech	Pleckstrin homology and RhoGEF domain containing G5
ATF7IP	ENSG00000171681	0	FLJ10688, p621	Activating transcription factor 7 interacting protein
LKAAEAR1	ENSG00000171695	0	C20orf201	LKAAEAR motif containing 1
RGS19	ENSG00000171700	0	GAIP, RGSGAIP	Regulator of G protein signaling 19
TCEA2	ENSG00000171703	0	TFIIS	Transcription elongation factor A2
DEFB4A	ENSG00000171711	0	DEFB-2, DEFB102, DEFB2, DEFB4, HBD-2, SAP1	Defensin beta 4A
ANO5	ENSG00000171714	0	GDD1, LGMD2L, TMEM16E	Anoctamin 5
HDAC3	ENSG00000171720	0	HD3, KDAC3, RPD3, RPD3-2	Histone deacetylase 3
SPATA46	ENSG00000171722	0	C1orf111	Spermatogenesis associated 46
GPHN	ENSG00000171723	0	KIAA1385	Gephyrin
VAT1L	ENSG00000171724	0	KIAA1576	Vesicle amine transport 1 like
TMEM51	ENSG00000171729	0	C1orf72, FLJ10199	Transmembrane protein 51
CAMTA1	ENSG00000171735	0	KIAA0833	Calmodulin binding transcription activator 1
LGALS4	ENSG00000171747	0	GAL4	Galectin 4
LRRC34	ENSG00000171757	0	MGC27085	Leucine rich repeat containing 34
PAH	ENSG00000171759	0	PH	Phenylalanine hydroxylase
SPATA5L1	ENSG00000171763	0	FLJ12286, MGC5347	Spermatogenesis associated 5 like 1
GATM	ENSG00000171766	0	AGAT	Glycine amidinotransferase
SYCE1	ENSG00000171772	0	bA108K14.6, C10orf94, CT76	Synaptonemal complex central element protein 1
NXNL1	ENSG00000171773	0	RDCVF, TXNL6	Nucleoredoxin like 1
RASGRP4	ENSG00000171777	0		RAS guanyl releasing protein 4
NHLH1	ENSG00000171786	1	bHLHa35, HEN1, NSCL, NSCL1	Nescient helix-loop-helix 1
SLFNL1	ENSG00000171790	0	FLJ23878	Schlafen like 1
BCL2	ENSG00000171791	0	Bcl-2, PPP1R50	BCL2 apoptosis regulator
RHNO1	ENSG00000171792	0	C12orf32, HKMT1188, MGC13204, RHINO	RAD9-HUS1-RAD1 interacting nuclear orphan 1
CTPS1	ENSG00000171793	0	CTPS, GATD5	CTP synthase 1
UTF1	ENSG00000171794	1		Undifferentiated embryonic cell transcription factor 1
KNDC1	ENSG00000171798	0	bB439H18.3, C10orf23, FLJ25027, KIAA1768, RASGEF2, v-KIND, Very-KIND	Kinase non-catalytic C-lobe domain containing 1
WDR87	ENSG00000171804	0	NYD-SP11	WD repeat domain 87
METTL18	ENSG00000171806	0	AsTP2, C1orf156, HPM1, MGC9084	Methyltransferase like 18
CFAP46	ENSG00000171811	0	bA288G11.4, bA288G11.5, bB137A17.2, bB137A17.3, C10orf123, C10orf124, C10orf92, C10orf93, DKFZp434A1721, FLJ25954, TTC40	Cilia and flagella associated protein 46
COL8A2	ENSG00000171812	0	FECD, FECD1, PPCD, PPCD2	Collagen type VIII alpha 2 chain
PWWP2B	ENSG00000171813	0	bA432J24.1, FLJ46823, PWWP2	PWWP domain containing 2B
PCDHB1	ENSG00000171815	0	PCDH-BETA1	Protocadherin beta 1
ZNF540	ENSG00000171817	1	DKFZp547B0714	Zinc finger protein 540
ANGPTL7	ENSG00000171819	0	AngX, CDT6	Angiopoietin like 7
FBXL14	ENSG00000171823	0	Fbl14, MGC40195	F-box and leucine rich repeat protein 14
EXOSC10	ENSG00000171824	0	p2, p3, p4, PM-Scl, PM/Scl-100, PMSCL2, RRP6, Rrp6p	Exosome component 10
ZNF570	ENSG00000171827	1	FLJ30791	Zinc finger protein 570
NINJ2	ENSG00000171840	0		Ninjurin 2
MLLT3	ENSG00000171843	0	AF-9, AF9, YEATS3	MLLT3 super elongation complex subunit
FAM90A1	ENSG00000171847	0	FLJ10408	Family with sequence similarity 90 member A1
RRM2	ENSG00000171848	0	C2orf48, FLJ25102	Ribonucleotide reductase regulatory subunit M2
TRAPPC12	ENSG00000171853	0	CGI-87, TTC-15, TTC15	Trafficking protein particle complex 12
IFNB1	ENSG00000171855	0	IFB, IFF, IFNB	Interferon beta 1
RPS21	ENSG00000171858	0	S21	Ribosomal protein S21
C3AR1	ENSG00000171860	0	AZ3B, C3AR	Complement C3a receptor 1
MRM3	ENSG00000171861	0	FLJ10581, HC90, RMTL1, RNMTL1	Mitochondrial rRNA methyltransferase 3
PTEN	ENSG00000171862	0	BZS, MHAM, MMAC1, PTEN1, TEP1	Phosphatase and tensin homolog
RPS7	ENSG00000171863	0	eS7, S7	Ribosomal protein S7
PRND	ENSG00000171864	0	dJ1068H6.4, DOPPEL, DPL, PrPLP	Prion like protein doppel
RNASEH1	ENSG00000171865	0		Ribonuclease H1
PRNP	ENSG00000171867	0	AltPrP, CD230, CJD, GSS, PRIP, PRP	Prion protein
KLF17	ENSG00000171872	1	FLJ40160, Zfp393, ZNF393	Kruppel like factor 17
ADRA1D	ENSG00000171873	0	ADRA1, ADRA1A, ADRA1R	Adrenoceptor alpha 1D
FRMD5	ENSG00000171877	0	MGC14161	FERM domain containing 5
AQP4	ENSG00000171885	0	MIWC	Aquaporin 4
CYP4F11	ENSG00000171903	0		Cytochrome P450 family 4 subfamily F member 11
TLN2	ENSG00000171914	0	ILWEQ, KIAA0320	Talin 2
LGALS9C	ENSG00000171916	0		Galectin 9C
TVP23B	ENSG00000171928	0	CGI-148, FAM18B, FAM18B1, YDR084C	Trans-golgi network vesicle protein 23 homolog B
FBXW10	ENSG00000171931	0	C17orf1, C17orf1A, Fbw10, HREP, SM2SH2	F-box and WD repeat domain containing 10
OR10H3	ENSG00000171936	0		Olfactory receptor family 10 subfamily H member 3
ZNF217	ENSG00000171940	1	ZABC1	Zinc finger protein 217
OR10H2	ENSG00000171942	0		Olfactory receptor family 10 subfamily H member 2
SRGAP2C	ENSG00000171943	0	SRGAP2P1	SLIT-ROBO Rho GTPase activating protein 2C
OR52A5	ENSG00000171944	0		Olfactory receptor family 52 subfamily A member 5
SCG2	ENSG00000171951	0	CHGC, SgII, SN	Secretogranin II
ATPAF2	ENSG00000171953	0	ATP12, Atp12p, LP3663, MGC29736	ATP synthase mitochondrial F1 complex assembly factor 2
CYP4F22	ENSG00000171954	0	FLJ39501	Cytochrome P450 family 4 subfamily F member 22
FOXB1	ENSG00000171956	1	FKH5, HFKH-5	Forkhead box B1
PPIH	ENSG00000171960	0	CYP-20, CYPH, MGC5016, SnuCyp-20, USA-CYP	Peptidylprolyl isomerase H
DRC3	ENSG00000171962	0	CFAP134, DKFZP586M1120, LRRC48	Dynein regulatory complex subunit 3
ZNF57	ENSG00000171970	1	ZNF424	Zinc finger protein 57
SHLD1	ENSG00000171984	0	C20orf196, FLJ25067, RINN3	Shieldin complex subunit 1
JMJD1C	ENSG00000171988	0	DKFZp761F0118, FLJ14374, KDM3C, KIAA1380, TRIP8	Jumonji domain containing 1C
LDHAL6B	ENSG00000171989	0	LDH6B, LDHAL6, LDHL	Lactate dehydrogenase A like 6B
SYNPO	ENSG00000171992	0	KIAA1029	Synaptopodin
ZNF556	ENSG00000172000	1	FLJ11637	Zinc finger protein 556
MAL	ENSG00000172005	0	MVP17, VIP17	Mal, T cell differentiation protein
ZNF554	ENSG00000172006	1	FLJ34817	Zinc finger protein 554
RAB33B	ENSG00000172007	0	DKFZP434G099	RAB33B, member RAS oncogene family
THOP1	ENSG00000172009	0		Thimet oligopeptidase 1
ANKRD20A4P	ENSG00000172014	0	ANKRD20A4	Ankyrin repeat domain 20 family member A4, pseudogene
REG3A	ENSG00000172016	0	HIP, PAP, PAP1, PBCGF, REG-III, REG3	Regenerating family member 3 alpha
GAP43	ENSG00000172020	0	B-50, GAP-43, PP46	Growth associated protein 43
REG1B	ENSG00000172023	0	PSPS2, REGH, REGI-BETA, REGL	Regenerating family member 1 beta
EPHX4	ENSG00000172031	0	ABHD7, EH4, EPHXRP, FLJ90341	Epoxide hydrolase 4
LAMB2	ENSG00000172037	0	LAMS, NPHS5	Laminin subunit beta 2
USP19	ENSG00000172046	0	KIAA0891, ZMYND9	Ubiquitin specific peptidase 19
QARS1	ENSG00000172053	0	QARS	Glutaminyl-tRNA synthetase 1
ORMDL3	ENSG00000172057	0		ORMDL sphingolipid biosynthesis regulator 3
SERF1A	ENSG00000172058	0	4F5, FAM2A, H4F5, SERF1, SMAM1	Small EDRK-rich factor 1A
KLF11	ENSG00000172059	1	MODY7, TIEG2, Tieg3	Kruppel like factor 11
LRRC15	ENSG00000172061	0	LIB	Leucine rich repeat containing 15
SMN1	ENSG00000172062	0	BCD541, GEMIN1, SMA, SMA@, SMA1, SMA2, SMA3, SMNT, TDRD16A	Survival of motor neuron 1, telomeric
EIF2AK3	ENSG00000172071	0	PEK, PERK	Eukaryotic translation initiation factor 2 alpha kinase 3
TEX37	ENSG00000172073	0	C2orf51, FLJ25369, TSC21	Testis expressed 37
MOB3A	ENSG00000172081	0	MOB-LAK, MOB1C, MOBKL2A, moblak	MOB kinase activator 3A
KRCC1	ENSG00000172086	0	FLJ22333	Lysine rich coiled-coil 1
NME6	ENSG00000172113	0	IPIA-ALPHA, NM23-H6	NME/NM23 nucleoside diphosphate kinase 6
CYCS	ENSG00000172115	0	CYC, HCS	Cytochrome c, somatic
CD8B	ENSG00000172116	0	CD8B1	CD8b molecule
SLFN12	ENSG00000172123	0	FLJ10260	Schlafen family member 12
CALB2	ENSG00000172137	0	CAL2	Calbindin 2
SLC9C1	ENSG00000172139	0	NHE, SLC9A10	Solute carrier family 9 member C1
OR1A1	ENSG00000172146	0	OR17-7	Olfactory receptor family 1 subfamily A member 1
OR1A2	ENSG00000172150	0	OR17-6	Olfactory receptor family 1 subfamily A member 2
OR8I2	ENSG00000172154	0		Olfactory receptor family 8 subfamily I member 2
LCE1D	ENSG00000172155	0	LEP4	Late cornified envelope 1D
CCL11	ENSG00000172156	0	eotaxin, MGC22554, SCYA11	C-C motif chemokine ligand 11
FRMD3	ENSG00000172159	0	EPB41L4O, MGC20553	FERM domain containing 3
SNTB1	ENSG00000172164	0	59-DAP, A1B, BSYN2, SNT2, SNT2B1, TIP-43	Syntrophin beta 1
MTBP	ENSG00000172167	0		MDM2 binding protein
TEFM	ENSG00000172171	0	C17orf42, FLJ22729	Transcription elongation factor, mitochondrial
MRPL13	ENSG00000172172	0	L13, L13A, L13mt, RPL13, RPML13	Mitochondrial ribosomal protein L13
MALT1	ENSG00000172175	0	MLT, PCASP1	MALT1 paracaspase
PRL	ENSG00000172179	0		Prolactin
ISG20	ENSG00000172183	0	CD25, HEM45	Interferon stimulated exonuclease gene 20
OR4C11	ENSG00000172188	0	OR4C11P	Olfactory receptor family 4 subfamily C member 11
MBOAT1	ENSG00000172197	0	dJ434O11.1, LPEAT1, MGC44669, OACT1	Membrane bound O-acyltransferase domain containing 1
OR8U1	ENSG00000172199	0		Olfactory receptor family 8 subfamily U member 1
ID4	ENSG00000172201	1	bHLHb27	Inhibitor of DNA binding 4, HLH protein
OR4X2	ENSG00000172208	0		Olfactory receptor family 4 subfamily X member 2
GPR22	ENSG00000172209	0		G protein-coupled receptor 22
CXCR6	ENSG00000172215	0	BONZO, CD186, STRL33, TYMSTR	C-X-C motif chemokine receptor 6
CEBPB	ENSG00000172216	1	C/EBP-beta, CRP2, IL6DBP, LAP, NFIL6, TCF5	CCAAT enhancer binding protein beta
AZU1	ENSG00000172232	0	AZAMP, AZU, CAP37, HBP, HUMAZUR, NAZC	Azurocidin 1
TPSAB1	ENSG00000172236	0	TPS1, TPS2, TPSB1	Tryptase alpha/beta 1
ATOH1	ENSG00000172238	1	bHLHa14, HATH1, MATH-1, Math1	Atonal bHLH transcription factor 1
PAIP1	ENSG00000172239	0		Poly(A) binding protein interacting protein 1
CLEC7A	ENSG00000172243	0	CD369, CLECSF12, dectin-1, hDectin-1, SCARE2	C-type lectin domain containing 7A
C5orf34	ENSG00000172244	0	FLJ32363	Chromosome 5 open reading frame 34
C1QTNF4	ENSG00000172247	0	CTRP4, ZACRP4	C1q and TNF related 4
NEGR1	ENSG00000172260	0	IGLON4, KILON, MGC46680, Ntra	Neuronal growth regulator 1
ZNF131	ENSG00000172262	1	pHZ-10, ZBTB35	Zinc finger protein 131
MACROD2	ENSG00000172264	0	C20orf133, dJ631M13.5	Mono-ADP ribosylhydrolase 2
DPAGT1	ENSG00000172269	0	ALG7, CDG-Ij, D11S366, DGPT, DPAGT, DPAGT2, GPT	Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
BSG	ENSG00000172270	0	CD147, EMMPRIN, EMPRIN, OK	Basigin (Ok blood group)
HINFP	ENSG00000172273	1	DKFZP434F162, HiNF-P, MIZF, ZNF743	Histone H4 transcription factor
CDY1	ENSG00000172288	0	CDY1A	Chromodomain Y-linked 1
OR10V1	ENSG00000172289	0		Olfactory receptor family 10 subfamily V member 1
CERS6	ENSG00000172292	0	LASS6	Ceramide synthase 6
SPTLC3	ENSG00000172296	0	C20orf38, FLJ11112, hLCB2b, LCB2B, SPTLC2L	Serine palmitoyltransferase long chain base subunit 3
COPRS	ENSG00000172301	0	C17orf79, COPR5, HSA272196, TTP1	Coordinator of PRMT5 and differentiation stimulator
TP53RK	ENSG00000172315	0	BUD32, C20orf64, dJ101A2.2, Nori-2p, prpk, TPRKB	TP53 regulating kinase
B3GALT1	ENSG00000172318	0	beta3Gal-T1	Beta-1,3-galactosyltransferase 1
OR5A1	ENSG00000172320	0	OR5A1P, OST181	Olfactory receptor family 5 subfamily A member 1
CLEC12A	ENSG00000172322	0	CD371, CLL-1, DCAL-2, MICL	C-type lectin domain family 12 member A
OR5A2	ENSG00000172324	0		Olfactory receptor family 5 subfamily A member 2
BPGM	ENSG00000172331	0		Bisphosphoglycerate mutase
POP7	ENSG00000172336	0	RPP2, RPP20	POP7 homolog, ribonuclease P/MRP subunit
ALG14	ENSG00000172339	0	MGC19780	ALG14 UDP-N-acetylglucosaminyltransferase subunit
SUCLG2	ENSG00000172340	0		Succinate-CoA ligase GDP-forming subunit beta
STARD5	ENSG00000172345	0	MGC10327	StAR related lipid transfer domain containing 5
CSDC2	ENSG00000172346	0	PIPPin	Cold shock domain containing C2
RCAN2	ENSG00000172348	0	DSCR1L1, ZAKI-4	Regulator of calcineurin 2
IL16	ENSG00000172349	0	FLJ16806, FLJ42735, HsT19289, IL-16, LCF, prIL-16	Interleukin 16
ABCG4	ENSG00000172350	0	WHITE2	ATP binding cassette subfamily G member 4
CDY1B	ENSG00000172352	0		Chromodomain Y-linked 1B
GNB2	ENSG00000172354	0		G protein subunit beta 2
CFAP53	ENSG00000172361	0	CCDC11, FLJ32743	Cilia and flagella associated protein 53
OR5B12	ENSG00000172362	0	OR5B12P, OR5B16, OST743	Olfactory receptor family 5 subfamily B member 12
OR5B2	ENSG00000172365	0	OST073	Olfactory receptor family 5 subfamily B member 2
MCRIP2	ENSG00000172366	0	C16orf14, FAM195A, MGC15416	MAPK regulated corepressor interacting protein 2
PDZD3	ENSG00000172367	0	FLJ22756, IKEPP, PDZK2	PDZ domain containing 3
C2CD2L	ENSG00000172375	0	KIAA0285, TMEM24	C2CD2 like
OR9I1	ENSG00000172377	0		Olfactory receptor family 9 subfamily I member 1
ARNT2	ENSG00000172379	1	bHLHe1, KIAA0307	Aryl hydrocarbon receptor nuclear translocator 2
GNG12	ENSG00000172380	0		G protein subunit gamma 12
PRSS27	ENSG00000172382	0	CAPH2, MPN	Serine protease 27
MYOZ2	ENSG00000172399	0	C4orf5, CS-1, FATZ-2	Myozenin 2
SYNPO2	ENSG00000172403	0	MYOPODIN	Synaptopodin 2
DNAJB7	ENSG00000172404	0	HSC3	DnaJ heat shock protein family (Hsp40) member B7
CLP1	ENSG00000172409	0	hClp1, HEAB	Cleavage factor polyribonucleotide kinase subunit 1
INSL5	ENSG00000172410	0		Insulin like 5
EFCAB3	ENSG00000172421	0	FLJ25818	EF-hand calcium binding domain 3
TTC36	ENSG00000172425	0	HBP21	Tetratricopeptide repeat domain 36
RSPH9	ENSG00000172426	0	C6orf206, CILD12, FLJ30845, MRPS18AL1	Radial spoke head component 9
COPS9	ENSG00000172428	0	CSNAP, MYEOV2	COP9 signalosome subunit 9
GTPBP2	ENSG00000172432	0		GTP binding protein 2
FGGY	ENSG00000172456	0	FLJ10986	FGGY carbohydrate kinase domain containing
OR9G4	ENSG00000172457	0		Olfactory receptor family 9 subfamily G member 4
IL17D	ENSG00000172458	0	FLJ30846, IL-17D, IL-27, IL27	Interleukin 17D
OR5AR1	ENSG00000172459	0		Olfactory receptor family 5 subfamily AR member 1
FUT9	ENSG00000172461	0	Fuc-TIX	Fucosyltransferase 9
OR5AP2	ENSG00000172464	0		Olfactory receptor family 5 subfamily AP member 2
TCEAL1	ENSG00000172465	0	p21, pp21, SIIR, WEX9	Transcription elongation factor A like 1
ZNF24	ENSG00000172466	1	KOX17, Zfp191, ZNF191, ZSCAN3	Zinc finger protein 24
HSFY1	ENSG00000172468	1	HSF2L, HSFY	Heat shock transcription factor Y-linked 1
MANEA	ENSG00000172469	0	FLJ12838, mandaselin	Mannosidase endo-alpha
RAB40A	ENSG00000172476	0	Rar-2, RAR2A	RAB40A, member RAS oncogene family
MAB21L4	ENSG00000172478	0	C2orf54, FLJ22671	Mab-21 like 4
AGXT	ENSG00000172482	0	AGT, AGT1, AGXT1, PH1, SPAT, SPT	Alanine--glyoxylate and serine--pyruvate aminotransferase
OR8J1	ENSG00000172487	0		Olfactory receptor family 8 subfamily J member 1
OR5T3	ENSG00000172489	0	OR5T3Q	Olfactory receptor family 5 subfamily T member 3
AFF1	ENSG00000172493	0	AF-4, AF4, MLLT2, PBM1	AF4/FMR2 family member 1
ACOT12	ENSG00000172497	0	Cach, STARD15, THEAL	Acyl-CoA thioesterase 12
FIBP	ENSG00000172500	0	FGFIBP	FGF1 intracellular binding protein
CARNS1	ENSG00000172508	0	ATPGD1, KIAA1394	Carnosine synthase 1
OR10H5	ENSG00000172519	0		Olfactory receptor family 10 subfamily H member 5
BANP	ENSG00000172530	0	BEND1, DKFZp761H172, FLJ10177, FLJ20538, SMAR1, SMARBP1	BTG3 associated nuclear protein
PPP1CA	ENSG00000172531	0	PP-1A, PP1A, PP1alpha, PPP1A	Protein phosphatase 1 catalytic subunit alpha
HCFC1	ENSG00000172534	0	CFF, HCF-1, HCF1, HFC1, MGC70925, MRX3, PPP1R89, VCAF	Host cell factor C1
FAM170B	ENSG00000172538	0	AC084727.4, C10orf73	Family with sequence similarity 170 member B
CTSW	ENSG00000172543	0		Cathepsin W
NIPAL4	ENSG00000172548	0	ICHYN	NIPA like domain containing 4
MUCL1	ENSG00000172551	0	SBEM	Mucin like 1
SNTG2	ENSG00000172554	0	G2SYN, SYN5	Syntrophin gamma 2
FNDC9	ENSG00000172568	0	C5orf40, MGC27121	Fibronectin type III domain containing 9
PDE3A	ENSG00000172572	0	CGI-PDE	Phosphodiesterase 3A
RASGRP1	ENSG00000172575	0	CalDAG-GEFII, RASGRP	RAS guanyl releasing protein 1
KLHL6	ENSG00000172578	0	FLJ00029	Kelch like family member 6
CHCHD1	ENSG00000172586	0	C10orf34, FLJ25854	Coiled-coil-helix-coiled-coil-helix domain containing 1
MRPL52	ENSG00000172590	0		Mitochondrial ribosomal protein L52
SMPDL3A	ENSG00000172594	0	ASM3A, ASML3a, FLJ20177, yR36GH4.1	Sphingomyelin phosphodiesterase acid like 3A
RND1	ENSG00000172602	0	ARHS, Rho6, RHOS	Rho family GTPase 1
RAD9A	ENSG00000172613	0	RAD9	RAD9 checkpoint clamp component A
EFEMP2	ENSG00000172638	0	FBLN4, UPH1	EGF containing fibulin extracellular matrix protein 2
